100000,1
100055,12
100210,1
100214,3
100216,1
100222,4
100479,3
100480,5
100564,1
100597,1
100680,2
100682,1
100798,14
100811,2
100823,13
100826,1
100828,1
100841,1
100861,3
100870,6
100871,17
100880,1
100881,11
100882,9
100889,9
100897,5
100906,2
100909,3
100913,1
100930,2
100935,2
100993,6
101191,8
102100,1
102564,5
102588,1
103754,2
103997,1
104004,1
104201,4
104275,3
104363,2
104674,1
104865,2
105399,1
105967,2
107023,1
107164,1
107370,1
107634,2
107744,1
107786,4
107943,2
107961,1
108275,1
108536,1
109353,1
109563,1
109812,1
109877,1
110248,1
110651,1
111115,3
111153,1
112318,1
112327,1
112902,1
113600,1
113805,1
113834,1
113835,1
114869,9
114875,1
115431,2
116335,1
116644,1
116989,3
117005,1
117246,1
117987,2
118805,1
120418,1
120619,1
121017,1
121519,8
121774,2
122311,1
122513,1
122690,1
123456,1
123618,1
125229,4
125417,2
125669,12
125745,1
125762,1
126333,1
126420,1
126463,1
126558,1
126731,1
127065,1
127942,3
127989,2
128086,2
128166,1
128271,1
128504,1
128841,3
129143,3
129873,3
130178,1
130291,1
130414,1
131779,1
132058,2
132702,7
132809,1
133001,2
133023,2
133223,3
133333,4
133763,1
134166,2
134234,3
134387,2
134693,5
134774,2
135050,1
135104,1
135522,1
135600,3
135674,3
136966,2
137726,1
138049,1
138417,1
138458,1
138460,1
139641,1
139789,1
141429,4
141441,2
141741,1
141744,6
141931,1
142475,1
143113,2
143687,2
143786,1
144150,1
144422,3
144527,1
145030,3
145474,2
145928,3
145940,1
146754,1
146759,11
147165,1
147504,5
147526,1
147861,1
148290,2
148624,3
148918,1
148934,3
149482,1
149487,1
149754,4
149758,1
151361,1
151461,1
151801,5
151878,1
151910,1
152417,1
152496,1
152925,2
153008,2
153514,1
153981,1
154376,1
155295,5
155398,2
156101,1
156537,2
157929,2
158034,2
158700,1
159522,1
159789,2
160172,1
160530,2
161793,2
161799,1
162055,1
162465,1
163795,2
163971,2
165684,1
165966,1
166005,2
166384,1
166457,2
166987,2
167834,2
168245,3
168529,2
169337,3
169475,3
169990,1
170225,1
170509,1
170984,1
171622,2
171716,1
172382,2
172430,4
172646,2
172692,1
172979,1
173109,1
174168,2
174264,3
174411,1
176360,1
176790,1
176808,1
176922,2
178100,1
178701,1
179453,7
179668,1
181446,3
181779,1
182235,1
182675,1
183260,1
183589,1
183788,1
184105,2
184630,1
184633,1
184640,1
184662,1
184686,1
184849,1
185083,1
185253,1
186088,1
186221,1
187012,1
187224,9
187388,1
187572,2
187716,1
187849,2
189422,1
190082,1
190533,1
190950,1
191920,1
192079,2
192134,5
192304,1
192308,2
192349,3
192355,1
192497,1
192520,1
192818,4
193385,1
194330,1
194571,6
194747,1
194966,2
195432,1
195662,2
196430,4
196554,2
197029,1
197281,1
197548,1
197817,7
197826,1
198146,9
198566,2
198761,2
198901,4
198928,1
200000,1
201760,11
201834,2
204111,2
204488,1
205142,2
207239,1
207792,2
208872,1
209909,3
210495,1
211199,2
211572,1
211695,2
211734,1
213733,1
213996,2
214247,1
214726,1
214776,1
214962,2
216347,2
217577,2
217582,1
217758,1
219372,1
219804,1
220468,1
221195,2
221788,1
224550,1
224996,5
225634,1
226399,1
228733,1
228976,1
229305,1
230218,2
230805,1
230908,1
231098,1
231404,1
231561,4
231670,1
232211,1
233516,1
233873,1
235527,2
236296,1
237409,1
237766,2
237920,1
238586,1
238701,5
239521,1
239817,1
239913,3
240069,1
240169,1
240598,3
240672,3
241507,2
242139,1
242539,1
243577,1
244459,1
244666,1
246475,2
247730,1
249694,3
249738,3
250819,2
252030,1
252630,1
253342,1
253585,1
253847,1
254017,2
254279,1
255700,3
255941,1
257378,10
257625,2
257689,1
257929,3
258769,4
259856,1
259920,1
260134,1
260401,1
261134,1
261157,2
261158,1
263022,2
263284,4
263545,1
263909,2
264497,3
266875,3
267092,1
267641,1
268023,1
268065,1
269713,2
269869,2
269941,4
270506,1
270514,1
270664,2
271613,1
272219,2
272567,2
272772,10
272864,1
273758,1
273858,3
274235,2
275572,2
277146,2
277694,1
277910,4
278940,1
280270,1
280635,4
280684,3
280969,1
281304,3
281333,1
283555,1
283728,1
284585,1
284587,2
284987,1
285984,1
286250,3
287169,1
287535,2
288320,3
289461,1
290243,1
290908,3
291884,1
292961,2
293071,1
293265,2
294159,1
295475,1
296770,2
296835,1
296967,1
297908,1
299695,2
300000,1
301415,8
303098,1
303910,1
304005,1
305734,1
306253,1
307181,1
307994,1
308995,4
309328,1
309878,1
310692,3
310961,2
311391,3
311673,1
311856,3
311929,3
312983,1
315600,2
316512,1
317613,1
319859,1
320613,1
321148,1
321222,6
321613,3
321825,2
323994,1
324737,3
326581,1
326836,1
328060,3
328406,1
328491,1
329292,2
330593,1
331350,2
331714,1
332430,1
333408,1
334124,1
334199,1
334617,3
334771,1
334937,1
335256,1
336111,2
336174,1
336409,2
336643,1
340189,8
342222,1
342755,1
343176,1
345215,1
346030,8
346232,1
348013,2
348165,3
348895,2
349368,1
349439,1
350288,1
351998,12
352152,16
352885,3
353021,1
354417,1
354866,1
355852,4
356123,1
358101,1
358415,1
358446,2
358812,2
359930,1
361850,1
362320,1
362448,1
363387,3
363563,3
364214,2
364355,1
365020,1
366151,2
366314,1
367215,1
369205,1
369635,5
369781,1
370323,5
370813,1
371684,2
372022,1
372905,1
373805,1
374934,1
375401,2
377901,1
379295,2
379342,10
381144,3
381151,4
382628,1
382996,1
383593,1
384694,2
385313,11
385799,11
386442,1
387281,2
387858,1
387865,5
389206,1
389863,2
390539,1
392069,1
392670,1
394060,1
394618,1
395044,1
396780,2
