10001,5
20000,2
100000,1
100110,1
100216,1
100403,1
100422,1
100428,4
100479,3
100480,5
100506,2
100597,1
100680,4
100682,2
100811,3
100823,4
100826,3
100841,4
100842,3
100861,2
100870,7
100871,8
100880,2
100881,5
100882,4
100889,9
100906,1
100913,1
100914,1
100921,1
100926,2
100930,1
100933,4
100935,1
100993,6
102100,1
102588,2
102726,1
103744,2
103754,2
103997,1
104004,3
104201,1
104203,3
104275,4
104429,4
104865,1
105399,1
105606,2
105967,1
106288,2
106537,1
107023,1
107164,1
107634,1
107744,1
107786,3
107943,1
107961,2
108275,1
110248,1
112318,1
112327,2
112902,3
113180,1
113835,1
114869,13
114875,1
114886,4
115323,1
116538,1
117246,2
117987,2
120492,2
120619,1
121017,1
121519,2
121957,1
122513,2
122591,7
122690,1
123386,2
123456,1
123904,1
125417,2
125575,3
125669,1
126333,2
126420,5
127942,3
127976,2
127989,2
128093,4
128166,2
129047,2
130193,2
130414,1
130440,3
131038,1
131428,4
131779,1
132058,2
133001,10
133023,1
133223,2
133763,1
134166,2
134387,2
134693,3
134774,8
134932,1
135050,1
135600,1
136041,2
136242,1
136601,1
136966,1
137698,4
137726,2
138460,1
138988,2
139641,1
139789,1
140192,3
140830,1
140858,1
141279,2
141429,2
141741,1
142432,1
142475,1
143141,3
143687,1
143786,1
143998,1
144480,2
144527,1
145030,1
145437,1
146092,1
146754,1
146759,3
147165,3
147504,2
148290,1
148477,1
148578,2
148807,1
148918,1
149266,8
149487,1
150456,1
151361,1
151421,1
151461,1
151910,4
151912,1
152480,1
152496,1
153553,1
154091,1
154376,1
155295,1
155398,4
157405,2
158034,2
158698,3
158700,1
159789,1
160292,3
161498,1
162055,2
162465,1
163795,3
163971,1
164347,1
165640,1
166384,2
166583,1
166987,1
167834,1
167928,2
168529,1
169337,4
169990,4
170751,3
170984,4
172202,1
172382,1
172847,3
173109,5
174060,2
174168,1
174471,2
175478,1
176748,1
176922,4
177852,3
178100,1
178701,2
179590,6
180006,1
180672,1
181779,1
182235,2
182675,1
183260,1
183455,3
183589,1
184630,1
185083,1
185343,1
187012,1
187388,8
187572,1
187716,2
187846,4
187849,1
189386,2
190950,1
192079,4
192308,2
192349,1
192497,1
192520,3
192818,1
192951,1
194085,1
194330,1
194571,5
194779,1
195432,1
196430,1
196554,1
197029,1
197548,2
197790,4
197817,1
197826,1
197932,1
198761,1
200000,4
201834,6
202642,2
204111,1
207239,1
209820,7
210495,5
211572,2
213733,3
214247,4
214726,1
214962,1
216347,3
216535,6
217758,1
219804,2
219975,1
220468,4
221120,2
224550,1
226399,2
229305,3
231943,4
233228,1
233873,1
234009,4
235103,3
235898,1
237007,2
237409,1
239521,2
239817,1
239913,6
240069,2
240169,1
240598,5
240672,3
241507,2
243636,1
243800,2
244459,1
246475,2
247730,5
248426,9
250250,1
251510,1
252030,1
252630,1
253294,1
253342,1
253585,1
253847,1
254075,1
254279,1
255700,2
255941,1
257378,4
257625,1
257689,3
257929,3
258769,2
259856,1
260134,1
260401,3
261157,1
261158,2
262459,7
263022,1
263284,1
263545,1
263909,3
264497,1
268023,1
268731,1
269554,2
269713,3
269941,1
270372,2
270506,1
270514,1
271613,2
272567,1
273146,1
273758,1
273858,2
275572,2
279104,2
279469,1
280270,1
280635,4
280969,2
281304,1
284585,4
285984,3
286250,2
287169,1
287535,1
290243,1
290697,1
291692,1
291884,1
293071,4
293265,1
294159,1
295475,1
299695,2
300000,1
301043,2
301747,1
301816,1
304770,1
305198,1
305734,1
307181,1
307994,2
309328,3
309878,1
310703,1
310961,2
311673,1
311856,2
312802,2
316512,1
317613,1
320118,1
