20000,1
100000,3
100210,2
100214,3
100216,1
100222,1
100403,5
100422,1
100479,2
100480,2
100506,1
100597,1
100682,2
100811,2
100823,3
100826,3
100841,2
100842,5
100861,1
100870,4
100880,4
100881,4
100882,1
100889,5
100921,5
100925,3
100930,1
100933,1
100934,2
100935,1
100993,8
102100,3
102564,3
102588,1
102726,1
103744,1
103754,1
103997,1
104004,2
104201,1
104275,2
104363,3
104429,1
104674,1
104865,2
105606,1
105967,1
106288,2
107164,1
107744,2
107943,3
108106,1
108275,3
108463,1
109353,1
110248,1
111115,2
112318,1
112327,2
112902,2
113835,1
114172,2
114875,1
116644,1
117246,1
117987,1
118805,1
120492,2
120619,1
121017,1
122513,5
122591,2
122690,1
122912,1
122971,1
123386,1
123456,1
123796,1
125229,1
125417,1
125669,1
126333,1
126420,2
127942,5
127976,1
127989,1
128093,3
128166,2
130414,1
130440,3
130515,1
131038,1
131428,3
131779,2
132058,1
132176,4
133001,1
133023,1
133223,2
133763,2
134166,3
134387,1
134693,4
135600,7
136041,2
136242,1
136601,1
136966,1
137698,2
137726,2
138417,1
139789,2
141429,3
141638,1
141741,1
142432,1
142475,2
143687,1
144150,1
145030,2
145437,1
146754,1
147165,4
147504,1
147861,1
148290,1
148477,1
148578,3
148807,1
148918,1
149482,3
149487,1
151421,3
151461,1
151910,1
153553,3
154376,1
155295,2
155398,4
155970,2
157405,1
158034,1
159789,2
160292,1
161498,1
162055,1
162465,1
162869,1
163971,1
164347,1
165640,1
166252,1
166384,1
166987,1
167834,1
167928,2
168529,1
169337,3
169990,4
170751,2
170984,4
171264,1
172847,1
172979,2
173889,1
174168,1
174471,2
175105,1
175329,2
175821,1
176360,1
176748,1
176922,2
178129,1
178701,1
179003,1
179668,1
180006,1
180672,1
181779,1
183260,4
183455,4
183589,1
184630,1
185343,1
186221,1
187012,1
187388,4
187572,1
187716,1
188234,3
189386,1
190950,1
192079,4
192308,2
192349,1
192355,1
192497,1
192520,2
192818,1
194267,2
194330,1
194571,3
194779,1
195432,1
196037,2
196430,1
197029,1
197281,4
197290,1
197548,2
197790,3
197817,2
198761,2
198928,2
200000,1
202642,5
