Strategy,Coverage,R_value,Size
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2123,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,10,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4151,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,10,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,21,
IMV,1,1.2,1,
IMV,1,1.2,108,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,38,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,118,
IMV,1,1.2,4,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,7,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,11,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,217,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,78,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,10,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,8,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,10,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,106,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,19,
IMV,1,1.2,3,
IMV,1,1.2,6,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,11,
IMV,1,1.2,104,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,4,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,5,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,9,
IMV,1,1.2,3,
IMV,1,1.2,2,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,1,
IMV,1,1.2,63,
IMV,1,1.2,13686,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,2,
IMV,1,1.7,25,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,36,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1837,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,155,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,11,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,51,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,13,
IMV,1,1.7,17,
IMV,1,1.7,15,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,493,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,4512,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,7,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1290,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,221,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,46,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,8,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,2,
IMV,1,1.7,3,
IMV,1,1.7,16,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,109,
IMV,1,1.7,571,
IMV,1,1.7,428,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,13,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,1,
IMV,1,1.7,317,
IMV,1,1.7,49,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,386,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,4,
IMV,1,1.7,6,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,151,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,33,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,588,
IMV,1,1.7,7,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,345,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,11,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,37,
IMV,1,1.7,6,
IMV,1,1.7,594,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,3,
IMV,1,1.7,24,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,68,
IMV,1,1.7,278,
IMV,1,1.7,2,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,158,
IMV,1,1.7,9,
IMV,1,1.7,76,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,8,
IMV,1,1.7,1646,
IMV,1,1.7,13,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,60,
IMV,1,1.7,22,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,28,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,26,
IMV,1,1.7,368,
IMV,1,1.7,3,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,890,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,6,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,81,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,231,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,21,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,3668,
IMV,1,1.7,691,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,59,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,161,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,72,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,440,
IMV,1,1.7,2,
IMV,1,1.7,5,
IMV,1,1.7,11997,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,18,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,91,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,46,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,12,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,44,
IMV,1,1.7,10,
IMV,1,1.7,251,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,41,
IMV,1,1.7,5,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,44,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,11161,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,13127,
IMV,1,1.7,362,
IMV,1,1.7,2,
IMV,1,1.7,20,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,66,
IMV,1,1.7,2,
IMV,1,1.7,18,
IMV,1,1.7,10,
IMV,1,1.7,1,
IMV,1,1.7,437,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,172,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,74,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,2,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,668,
IMV,1,1.7,12,
IMV,1,1.7,6,
IMV,1,1.7,117,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,623,
IMV,1,1.7,24,
IMV,1,1.7,3,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,17,
IMV,1,1.7,9,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,9,
IMV,1,1.7,1,
IMV,1,1.7,127,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,13,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,10,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,10,
IMV,1,1.7,4328,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2178,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,10,
IMV,1,1.7,3,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,31,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,2,
IMV,1,1.7,1684,
IMV,1,1.7,21,
IMV,1,1.7,1,
IMV,1,1.7,22,
IMV,1,1.7,1951,
IMV,1,1.7,419,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,48,
IMV,1,1.7,1,
IMV,1,1.7,11,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,3,
IMV,1,1.7,30,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,3,
IMV,1,1.7,26,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,4,
IMV,1,1.7,8,
IMV,1,1.7,15,
IMV,1,1.7,1,
IMV,1,1.7,44,
IMV,1,1.7,3901,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,28,
IMV,1,1.7,182,
IMV,1,1.7,2,
IMV,1,1.7,221,
IMV,1,1.7,3,
IMV,1,1.7,3,
IMV,1,1.7,7,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,3,
IMV,1,1.7,170,
IMV,1,1.7,389,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,7,
IMV,1,1.7,15,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1325,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,11,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,17,
IMV,1,1.7,7,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,276,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,143,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,14,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,226,
IMV,1,1.7,4,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,13,
IMV,1,1.7,4,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,53,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,4,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,13,
IMV,1,1.7,4,
IMV,1,1.7,18,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,6,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,244,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2482,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1170,
IMV,1,1.7,18,
IMV,1,1.7,567,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,18,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,5,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,19,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,79,
IMV,1,1.7,37,
IMV,1,1.7,14,
IMV,1,1.7,13,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4924,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,223,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,36,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,18,
IMV,1,1.7,62,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,50,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,14798,
IMV,1,1.7,8710,
IMV,1,1.7,1,
IMV,1,1.7,157,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,4141,
IMV,1,1.7,1,
IMV,1,1.7,23,
IMV,1,1.7,1,
IMV,1,1.7,18,
IMV,1,1.7,1,
IMV,1,1.7,15,
IMV,1,1.7,12,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,494,
IMV,1,1.7,1,
IMV,1,1.7,9,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,25,
IMV,1,1.7,4,
IMV,1,1.7,2400,
IMV,1,1.7,8,
IMV,1,1.7,1372,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,10,
IMV,1,1.7,3,
IMV,1,1.7,215,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,38,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,20,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,111,
IMV,1,1.7,1,
IMV,1,1.7,97,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,789,
IMV,1,1.7,3,
IMV,1,1.7,4,
IMV,1,1.7,10,
IMV,1,1.7,2,
IMV,1,1.7,9,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,8,
IMV,1,1.7,1027,
IMV,1,1.7,1,
IMV,1,1.7,5,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,4,
IMV,1,1.7,8,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,3,
IMV,1,1.7,370,
IMV,1,1.7,261,
IMV,1,1.7,1,
IMV,1,1.7,153,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,395,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,192,
IMV,1,1.7,3,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,241,
IMV,1,1.7,31,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,15,
IMV,1,1.7,962,
IMV,1,1.7,2,
IMV,1,1.7,13,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,6,
IMV,1,1.7,9,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,14,
IMV,1,1.7,3,
IMV,1,1.7,3,
IMV,1,1.7,241,
IMV,1,1.7,18,
IMV,1,1.7,348,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,10,
IMV,1,1.7,1,
IMV,1,1.7,30,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,961,
IMV,1,1.7,4201,
IMV,1,1.7,1,
IMV,1,1.7,26,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,15184,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,6,
IMV,1,1.7,12,
IMV,1,1.7,10,
IMV,1,1.7,4,
IMV,1,1.7,8,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,7,
IMV,1,1.7,4,
IMV,1,1.7,1,
IMV,1,1.7,3,
IMV,1,1.7,14,
IMV,1,1.7,1,
IMV,1,1.7,19,
IMV,1,1.7,1,
IMV,1,1.7,11,
IMV,1,1.7,41,
IMV,1,1.7,28,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,10,
IMV,1,1.7,1,
IMV,1,1.7,408,
IMV,1,1.7,1,
IMV,1,1.7,2,
IMV,1,1.7,1,
IMV,1,1.7,1,
IMV,1,1.7,2,
